car,entered,601
car,exited,1439
car,exited,1440
car,exited,1443
car,entered,1446
bus,entered,1447
car,exited,1447
car,exited,1448
bus,exited,1448
car,entered,1449
car,entered,1449
car,exited,1450
car,entered,1451
car,entered,1451
bus,entered,1452
car,exited,1452
car,exited,1452
bus,exited,1453
car,entered,1454
car,entered,1454
car,entered,1455
car,entered,1455
car,exited,1456
car,exited,1456
car,exited,1456
car,exited,1456
car,entered,1457
car,entered,1457
car,entered,1458
car,exited,1460
car,exited,1460
car,entered,1461
car,entered,1461
car,exited,1462
car,entered,1463
car,entered,1464
car,entered,1465
car,entered,1465
car,exited,1466
car,exited,1466
car,exited,1466
car,exited,1468
car,entered,1469
car,entered,1469
car,exited,1470
car,entered,1471
car,entered,1471
car,entered,1472
car,exited,1475
car,entered,1477
car,entered,1477
car,entered,1478
car,exited,1479
car,exited,1479
car,entered,1480
car,exited,1481
car,exited,1481
car,exited,1481
car,entered,1483
car,entered,1483
person,entered,1483
car,exited,1484
person,exited,1484
car,entered,1485
car,exited,1486
car,exited,1486
car,exited,1486
car,entered,1487
person,entered,1488
car,exited,1489
car,exited,1489
car,exited,1489
person,exited,1489
car,entered,1490
car,entered,1490
car,entered,1490
car,entered,1491
car,entered,1492
car,entered,1492
car,exited,1493
car,exited,1496
car,exited,1498
car,entered,1499
car,entered,1499
car,entered,1499
car,exited,1500
car,exited,1500
car,exited,1500
car,entered,1501
car,exited,1503
car,exited,1503
car,entered,1505
car,exited,1506
car,entered,1507
car,entered,1508
car,entered,1509
car,entered,1509
car,exited,1510
car,exited,1510
car,exited,1512
car,exited,1512
car,exited,1514
car,entered,1517
car,entered,1517
car,entered,1517
car,entered,1517
car,exited,1518
car,exited,1519
car,exited,1521
car,exited,1524
car,exited,1524
car,entered,1525
car,exited,1526
car,entered,1531
car,exited,1533
car,entered,1534
car,exited,1536
truck,entered,1536
car,entered,1539
truck,exited,1540
car,entered,1541
car,exited,1542
car,exited,1542
car,exited,1543
car,entered,1544
car,entered,1544
car,entered,1545
car,exited,1547
car,exited,1548
car,entered,1549
car,entered,1549
car,entered,1550
car,entered,1550
car,entered,1550
car,exited,1552
car,exited,1553
car,exited,1554
truck,entered,1554
car,entered,1555
car,entered,1556
truck,exited,1556
car,exited,1558
car,exited,1558
car,entered,1559
car,entered,1559
car,exited,1560
car,exited,1560
car,exited,1560
car,entered,1561
car,exited,1562
car,exited,1562
car,exited,1563
car,entered,1565
car,entered,1565
car,entered,1565
car,entered,1566
car,exited,1567
car,exited,1567
car,entered,1568
car,entered,1568
car,entered,1568
car,exited,1569
car,exited,1572
car,entered,1573
car,entered,1576
car,entered,1577
car,exited,1579
car,entered,1580
car,entered,1580
car,exited,1581
car,exited,1585
car,exited,1585
car,exited,1585
car,entered,1586
car,entered,1586
car,entered,1587
car,entered,1588
car,entered,1593
car,exited,1594
car,exited,1594
car,exited,1595
car,exited,1596
car,entered,1597
car,entered,1598
car,entered,1598
car,entered,1599
car,exited,1601
car,exited,1603
car,entered,1604
car,exited,1606
car,exited,1607
car,entered,1609
car,entered,1609
car,entered,1609
car,exited,1612
car,exited,1613
car,exited,1613
car,entered,1616
car,exited,1617
car,exited,1620
car,entered,1622
car,entered,1622
car,entered,1622
car,exited,1623
car,exited,1623
car,exited,1624
car,entered,1627
car,entered,1627
car,exited,1628
car,entered,1629
car,exited,1630
car,exited,1630
car,entered,1634
car,entered,1634
car,entered,1634
car,entered,1634
car,exited,1637
car,entered,1640
car,entered,1640
car,exited,1641
car,entered,1642
car,exited,1643
car,exited,1643
car,exited,1643
car,exited,1644
car,exited,1644
car,exited,1644
car,exited,1644
car,exited,1644
car,exited,1644
car,exited,1644
car,exited,1644
car,exited,1644
car,exited,1652
car,entered,1653
car,exited,1658
car,entered,1659
car,exited,1677
car,entered,1683
car,exited,1698
car,entered,1700
car,exited,1705
car,entered,1707
car,exited,1708
car,entered,1712
car,exited,1714
car,entered,1715
car,exited,1721
car,entered,1723
car,exited,1725
car,entered,1726
car,exited,1727
car,entered,1729
car,exited,1732
car,entered,1741
car,exited,1743
car,entered,1760
car,exited,1765
car,entered,1768
car,exited,1775
car,entered,1781
car,exited,1783
car,entered,1797
person,entered,1810
person,exited,1811
car,entered,1814
car,exited,1816
car,entered,1822
car,exited,1825
car,entered,1826
car,exited,1827
truck,entered,1862
car,entered,1864
truck,exited,1864
truck,entered,1865
car,entered,1867
car,exited,1868
car,exited,1868
motorbike,entered,1882
motorbike,exited,1883
truck,exited,1885
car,entered,1887
car,entered,1887
car,exited,1888
car,exited,1888
person,entered,1893
car,entered,1894
person,exited,1894
car,entered,1895
car,exited,1897
car,entered,1898
truck,entered,1898
truck,exited,1899
car,exited,1900
car,entered,1902
car,exited,1903
truck,entered,1903
truck,entered,1903
car,exited,1904
truck,exited,1905
truck,exited,1906
car,entered,1907
truck,entered,1907
truck,entered,1907
car,exited,1908
truck,exited,1908
truck,exited,1909
car,entered,1912
car,exited,1913
car,entered,1915
car,exited,1916
car,entered,1923
car,entered,1925
car,entered,1927
car,exited,1928
car,entered,1934
car,exited,1937
car,entered,1939
car,exited,1940
car,entered,1941
car,exited,1942
car,exited,1943
car,entered,1944
car,exited,1946
car,exited,1947
car,entered,1948
car,entered,1948
car,entered,1949
car,exited,1951
car,exited,1952
car,entered,1954
car,entered,1955
car,exited,1956
car,entered,1957
car,exited,1958
bus,entered,1959
car,entered,1959
car,entered,1961
bus,exited,1961
bus,entered,1962
car,exited,1962
car,exited,1962
car,exited,1963
bus,exited,1963
car,entered,1965
car,exited,1967
car,entered,1968
car,entered,1968
car,entered,1970
car,entered,1970
car,exited,1971
car,exited,1972
car,entered,1974
car,entered,1974
car,exited,1975
car,exited,1978
car,exited,1979
car,entered,1980
car,entered,1981
car,exited,1982
car,entered,1983
car,entered,1983
car,exited,1984
car,exited,1984
car,exited,1985
car,entered,1986
car,exited,1987
car,entered,1989
bus,entered,1990
bus,exited,1991
bus,entered,1992
car,exited,1993
bus,exited,1993
bus,entered,1994
car,exited,1994
car,exited,1994
car,entered,1995
car,entered,1995
car,entered,1995
bus,exited,1996
bus,entered,1997
car,exited,1998
bus,exited,1999
car,entered,2002
car,exited,2003
car,entered,2004
car,exited,2005
car,entered,2006
car,entered,2010
car,entered,2010
car,exited,2011
car,entered,2012
car,exited,2013
car,exited,2013
car,exited,2016
car,entered,2018
car,entered,2018
car,entered,2021
car,exited,2022
car,entered,2023
car,entered,2024
truck,entered,2024
car,exited,2027
truck,exited,2027
car,entered,2028
car,exited,2029
truck,entered,2029
car,exited,2030
car,exited,2031
car,entered,2034
car,exited,2038
car,entered,2039
car,entered,2039
truck,exited,2039
car,exited,2044
car,exited,2044
car,entered,2045
car,exited,2046
car,exited,2048
car,entered,2049
car,exited,2051
car,exited,2051
car,entered,2052
car,entered,2053
car,exited,2054
car,entered,2056
car,exited,2057
car,exited,2057
car,entered,2058
car,entered,2058
car,entered,2059
car,exited,2060
car,exited,2063
car,entered,2064
bus,entered,2065
car,exited,2065
car,exited,2065
car,entered,2066
bus,exited,2066
bus,entered,2067
car,exited,2067
bus,exited,2068
car,entered,2069
car,entered,2071
car,exited,2073
car,entered,2075
car,exited,2080
car,entered,2082
car,entered,2083
car,entered,2084
car,entered,2084
car,entered,2084
car,exited,2085
car,exited,2085
car,exited,2087
car,entered,2088
car,exited,2091
car,entered,2092
car,exited,2099
car,exited,2102
car,exited,2105
car,entered,2106
car,entered,2106
car,entered,2109
car,exited,2111
car,entered,2113
car,exited,2115
car,entered,2118
car,exited,2120
car,entered,2121
car,entered,2121
car,exited,2122
car,entered,2123
car,exited,2124
car,exited,2125
car,exited,2129
car,entered,2130
car,entered,2130
car,exited,2131
car,exited,2131
car,exited,2134
car,exited,2137
car,entered,2138
car,entered,2140
car,exited,2142
car,exited,2142
car,entered,2143
car,exited,2144
car,exited,2144
car,entered,2145
car,entered,2145
car,entered,2145
car,entered,2145
car,entered,2145
car,entered,2145
car,exited,2146
car,exited,2147
car,exited,2147
car,exited,2149
car,exited,2151
car,entered,2152
car,entered,2153
car,entered,2153
car,entered,2154
car,exited,2156
car,exited,2157
car,entered,2159
car,entered,2160
car,entered,2160
car,entered,2161
car,exited,2162
car,entered,2164
car,exited,2166
car,entered,2168
car,entered,2168
car,exited,2170
car,exited,2171
car,exited,2171
car,exited,2172
car,exited,2172
car,exited,2176
car,exited,2176
car,entered,2177
car,entered,2177
car,entered,2177
car,entered,2179
car,entered,2180
car,exited,2181
car,exited,2185
car,entered,2186
car,entered,2186
car,exited,2187
car,entered,2189
car,exited,2190
car,exited,2190
car,exited,2190
car,entered,2191
car,exited,2194
car,exited,2197
car,entered,2198
car,entered,2200
car,entered,2202
car,entered,2203
car,entered,2203
car,entered,2203
car,exited,2204
car,exited,2204
car,exited,2205
car,exited,2205
car,entered,2206
car,entered,2206
car,entered,2206
car,exited,2207
car,exited,2207
car,entered,2208
car,entered,2208
car,entered,2208
car,exited,2209
car,exited,2210
car,exited,2210
car,entered,2211
car,entered,2211
car,entered,2211
car,entered,2212
car,exited,2213
car,exited,2214
car,exited,2214
car,entered,2215
car,entered,2215
car,exited,2218
car,exited,2220
car,entered,2223
car,entered,2224
car,exited,2225
car,exited,2226
car,exited,2227
car,exited,2228
car,entered,2229
car,entered,2229
car,exited,2231
car,entered,2232
car,entered,2232
car,entered,2232
car,exited,2233
car,exited,2233
car,exited,2234
car,entered,2236
car,entered,2236
car,entered,2237
car,exited,2238
car,entered,2244
car,exited,2245
car,entered,2247
car,exited,2249
car,exited,2250
car,exited,2250
car,entered,2251
car,exited,2254
car,exited,2254
car,exited,2259
car,entered,2260
car,entered,2260
car,entered,2260
car,entered,2262
car,entered,2262
car,exited,2263
car,exited,2263
car,exited,2265
car,exited,2265
car,exited,2266
car,exited,2267
car,entered,2268
car,entered,2268
car,entered,2268
car,entered,2269
car,exited,2270
car,exited,2270
car,exited,2270
car,exited,2272
car,exited,2273
car,entered,2274
car,entered,2276
car,exited,2280
car,exited,2280
car,entered,2281
car,entered,2281
car,entered,2281
car,exited,2283
car,exited,2284
car,exited,2284
car,entered,2285
car,entered,2285
car,exited,2287
car,exited,2288
car,exited,2288
car,entered,2289
car,exited,2290
car,entered,2291
car,entered,2291
car,exited,2293
car,exited,2293
car,exited,2293
car,entered,2294
car,entered,2294
car,entered,2296
car,entered,2298
car,exited,2299
car,exited,2299
car,entered,2300
car,entered,2300
car,entered,2304
car,exited,2305
car,exited,2305
car,entered,2306
car,entered,2306
car,exited,2307
car,exited,2307
car,exited,2308
car,exited,2308
car,exited,2308
car,entered,2309
car,entered,2311
car,exited,2312
person,entered,2312
car,exited,2313
person,exited,2313
car,entered,2314
car,entered,2315
car,exited,2316
car,entered,2318
car,entered,2319
bus,entered,2321
car,exited,2321
car,exited,2325
car,entered,2326
bus,exited,2326
car,exited,2327
car,entered,2328
car,entered,2329
car,exited,2330
car,exited,2330
bus,entered,2332
car,entered,2333
car,entered,2333
car,exited,2334
car,exited,2334
bus,exited,2334
bus,entered,2337
car,entered,2339
car,entered,2339
car,exited,2341
bus,exited,2343
bus,entered,2346
car,exited,2347
car,exited,2348
car,entered,2349
bus,exited,2349
car,exited,2352
car,entered,2353
car,entered,2353
car,exited,2354
car,entered,2361
car,exited,2362
car,entered,2363
bus,entered,2366
bus,exited,2367
car,entered,2370
car,exited,2372
car,entered,2376
car,exited,2377
car,entered,2378
car,exited,2379
car,exited,2382
car,entered,2383
car,entered,2387
car,entered,2393
car,entered,2393
car,exited,2394
car,entered,2395
car,exited,2396
car,exited,2398
car,entered,2399
car,exited,2400
car,exited,2400
bus,entered,2401
car,entered,2402
car,exited,2403
car,entered,2404
car,entered,2405
bus,entered,2407
car,exited,2407
car,exited,2407
bus,exited,2408
bus,exited,2411
bus,entered,2412
car,entered,2412
car,entered,2413
car,exited,2414
car,entered,2415
bus,exited,2415
car,exited,2416
car,exited,2416
car,exited,2417
car,entered,2418
truck,entered,2418
car,entered,2419
truck,exited,2419
car,exited,2420
car,entered,2421
car,exited,2423
car,entered,2426
car,entered,2426
car,exited,2427
car,exited,2427
car,entered,2428
car,entered,2428
car,entered,2430
car,exited,2432
car,exited,2433
bus,entered,2436
car,exited,2436
car,entered,2437
car,entered,2437
person,entered,2438
bus,exited,2438
bus,entered,2440
person,exited,2440
bus,exited,2441
car,exited,2442
car,exited,2442
car,entered,2443
person,entered,2443
car,exited,2444
person,exited,2444
car,entered,2445
car,entered,2446
car,entered,2446
car,exited,2448
car,entered,2450
car,exited,2451
car,exited,2451
car,exited,2451
car,exited,2452
car,entered,2454
car,entered,2454
car,entered,2455
car,entered,2456
car,exited,2457
car,exited,2457
car,entered,2459
car,exited,2460
car,entered,2461
car,entered,2463
car,entered,2464
car,entered,2464
car,exited,2465
car,exited,2465
car,entered,2466
car,entered,2466
car,exited,2468
car,exited,2468
car,exited,2474
car,entered,2475
car,entered,2480
car,exited,2483
car,exited,2483
car,entered,2485
car,entered,2485
car,exited,2486
car,exited,2487
car,exited,2487
car,exited,2487
car,entered,2488
car,entered,2488
car,entered,2488
car,exited,2489
car,exited,2492
car,exited,2495
car,entered,2496
car,entered,2497
car,entered,2498
car,entered,2500
car,exited,2501
car,exited,2501
car,exited,2502
car,entered,2505
car,entered,2505
car,exited,2506
car,entered,2507
car,exited,2508
car,entered,2512
car,entered,2514
car,exited,2517
car,entered,2518
car,exited,2519
car,exited,2521
car,entered,2522
bus,entered,2525
car,entered,2526
car,exited,2527
bus,exited,2527
car,entered,2528
car,exited,2529
car,exited,2529
car,entered,2530
car,entered,2530
car,exited,2532
car,exited,2533
car,exited,2534
car,entered,2536
car,entered,2538
car,entered,2541
car,exited,2542
car,entered,2545
car,entered,2545
car,exited,2546
car,entered,2547
car,exited,2548
car,exited,2549
car,entered,2551
car,entered,2551
car,entered,2553
car,exited,2555
car,exited,2555
car,entered,2556
car,entered,2558
car,entered,2559
car,exited,2560
car,exited,2561
car,entered,2562
car,exited,2563
car,exited,2563
car,entered,2564
car,entered,2564
car,entered,2566
car,entered,2566
car,exited,2567
car,exited,2568
car,entered,2569
car,exited,2570
car,exited,2570
car,entered,2571
car,entered,2571
car,entered,2572
car,exited,2573
car,exited,2573
car,entered,2574
car,exited,2576
car,exited,2576
car,entered,2577
car,entered,2578
car,exited,2579
car,exited,2579
car,exited,2580
car,exited,2580
car,entered,2582
car,entered,2582
car,entered,2582
car,exited,2583
car,entered,2585
car,entered,2586
car,entered,2586
car,entered,2586
car,exited,2590
car,exited,2590
car,exited,2590
car,exited,2590
car,entered,2591
car,entered,2591
car,entered,2591
car,entered,2591
car,entered,2593
car,exited,2596
car,exited,2596
car,exited,2597
car,entered,2601
car,entered,2601
car,entered,2601
car,entered,2601
car,exited,2602
car,exited,2602
car,exited,2602
car,exited,2603
car,exited,2604
car,exited,2604
car,exited,2605
car,entered,2608
car,entered,2608
car,exited,2609
car,entered,2610
car,entered,2610
car,exited,2611
car,exited,2611
car,entered,2612
car,entered,2612
car,entered,2616
car,entered,2617
car,exited,2618
car,exited,2619
car,exited,2619
car,entered,2620
car,entered,2621
car,entered,2621
car,exited,2622
car,exited,2622
car,entered,2623
car,entered,2623
car,exited,2624
car,exited,2624
car,exited,2624
car,exited,2625
car,entered,2627
car,entered,2628
car,exited,2629
car,entered,2631
car,entered,2632
car,exited,2634
car,exited,2634
car,entered,2635
car,entered,2636
car,exited,2637
car,exited,2638
car,exited,2638
car,exited,2638
car,exited,2639
car,entered,2640
car,exited,2641
car,exited,2641
car,entered,2642
car,entered,2642
car,entered,2643
car,exited,2644
car,exited,2644
car,exited,2644
car,exited,2644
car,entered,2645
car,entered,2645
car,entered,2646
car,entered,2646
car,exited,2647
car,exited,2647
car,exited,2647
car,entered,2648
